Inst,0.50,0.60,0.70,0.80,0.90,1.00
1,0.98,0.99,0.99,1.00,1.00,1.00
2,0.49,0.49,0.48,0.47,0.46,0.56
3,0.75,0.75,0.74,0.81,0.83,0.84
4,0.91,0.91,0.91,0.91,1.00,1.00
5,0.91,0.91,0.90,0.90,0.90,0.90
6,0.97,0.97,0.96,0.96,0.95,0.95
7,1.00,1.00,1.00,1.00,1.00,1.00
8,0.71,0.71,0.71,0.71,0.71,0.72
9,0.44,0.44,0.44,0.44,0.44,0.44
10,0.68,0.68,0.68,0.68,0.68,0.68
11,0.38,0.38,0.38,0.38,0.38,0.38
12,0.82,0.81,0.81,0.80,0.79,0.79
13,0.57,0.57,0.56,0.56,0.55,0.54
14,0.76,0.76,0.76,0.76,0.76,0.76
15,0.92,0.92,0.92,1.00,1.00,1.00
16,0.67,0.67,0.66,0.75,0.75,0.75
17,0.69,0.68,0.68,0.67,0.66,0.65
18,0.06,0.15,0.14,0.13,0.13,0.12
19,0.40,0.39,0.37,0.34,0.32,0.31
20,0.58,0.57,0.69,0.69,0.69,0.69
21,0.82,0.83,0.83,0.83,0.83,0.83
22,0.68,0.67,0.67,0.67,0.67,0.66
23,0.38,0.38,0.39,0.39,0.39,0.39
24,0.62,0.61,0.69,0.68,0.68,0.67
25,0.65,0.65,0.64,0.63,0.63,0.62
26,0.65,0.65,0.64,0.64,0.64,0.63
27,0.70,0.68,0.67,0.75,0.74,0.74
28,0.50,0.50,0.50,0.59,0.59,0.59
29,0.58,0.58,0.58,0.58,0.58,0.58
30,0.67,0.67,0.67,0.67,0.67,0.67
31,0.51,0.59,0.59,0.59,0.59,0.59
32,0.72,0.73,0.74,0.74,0.75,0.75
33,0.58,0.57,0.56,0.56,0.55,0.55
34,0.70,0.68,0.76,0.76,0.76,0.76
35,0.49,0.56,0.56,0.56,0.56,0.55
36,0.42,0.42,0.42,0.42,0.42,0.41
37,0.96,0.97,0.97,0.97,0.96,0.96
38,0.45,0.45,0.45,0.45,0.44,0.44
39,0.71,0.71,0.71,0.70,0.70,0.69
40,0.60,0.59,0.59,0.59,0.59,0.58
41,0.69,0.68,0.68,0.67,0.66,0.66
42,0.83,0.83,0.84,0.84,0.84,0.84
43,0.63,0.64,0.64,0.64,0.63,0.63
44,0.56,0.56,0.55,0.54,0.53,0.53
45,0.66,0.66,0.66,0.65,0.65,0.64
46,0.33,0.43,0.61,0.61,0.61,0.61
47,0.63,0.63,0.63,0.63,0.63,0.63
